from,to,event,routing_key,from_team,to_team
legal,legal,einsatzende_korrigiert,temping.auftrag.einsatzende_korrigiert,<Unknown>,<Unknown>
legal,legal,einsatzort_korrigiert,temping.auftrag.einsatzort_korrigiert,<Unknown>,<Unknown>
legal,legal,inbound_domain_events,legal.inbound_domain_events,<Unknown>,<Unknown>
legal,legal,maximale_anzahl_studenten_korrigiert,temping.auftrag.maximale_anzahl_studenten_korrigiert,<Unknown>,<Unknown>
legal,legal,schichten_hinzugefuegt,temping.auftrag.schichten_hinzugefuegt,<Unknown>,<Unknown>
legal,legal,uev_beauftragt,temping.lease_agreement.uev_beauftragt,<Unknown>,<Unknown>
legal,legal,unternehmen_adresse_korrigiert,temping.auftrag.unternehmen_adresse_korrigiert,<Unknown>,<Unknown>
legal,legal,unternehmen_ansprechpartner_korrigiert,temping.auftrag.unternehmen_ansprechpartner_korrigiert,<Unknown>,<Unknown>
legal,legal,unternehmen_name_korrigiert,temping.auftrag.unternehmen_name_korrigiert,<Unknown>,<Unknown>
legal,legal,verrechnungssatz_korrigiert,temping.auftrag.verrechnungssatz_korrigiert,<Unknown>,<Unknown>
legal,legal,wochenarbeitszeit_fuer_abrechnung_korrigiert,temping.auftrag.wochenarbeitszeit_fuer_abrechnung_korrigiert,<Unknown>,<Unknown>
legal,shinobi,uev_dokument_generiert,legal.uev_dokument_generiert,<Unknown>,Phteinpferd
matching,matcheese,inbound_domain_events,matcheese.inbound_domain_events,Matcheese,<Unknown>
matching,shinobi,auftrag-fuer-student-vorgeschlagen,matching.auftrag-fuer-student-vorgeschlagen,Matcheese,Phteinpferd
matching,shinobi,student-fuer-auftrag-vorgeschlagen,matching.student-fuer-auftrag-vorgeschlagen,Matcheese,Phteinpferd
personalbestellung,arbeitsentgelt,auftrag-angelegt,personalbestellung.auftrag-angelegt,Corporate,Snake
personalbestellung,kundenverwaltung,bestellung-aufgegeben,personalbestellung.bestellung-aufgegeben,Corporate,Corporate
personalbestellung,personalbestellung,einsatz-zur-besetzung-freigegeben,personalbestellung.einsatz-zur-besetzung-freigegeben,Corporate,Corporate
personalbestellung,rechnungsstellung,auftrag-angelegt,personalbestellung.auftrag-angelegt,Corporate,Snake
personalbestellung,schichtplanung,lege-schicht-an,schichtplanung.lege-schicht-an,Corporate,Phteinpferd
personalbestellung,shinobi,auftrag-angelegt,personalbestellung.auftrag-angelegt,Corporate,Phteinpferd
personalbestellung,vertragsverwaltung,bestellung-aufgegeben,personalbestellung.bestellung-aufgegeben,Corporate,Corporate
qualifizierung,datateam,student-abgesagt,qualifizierung.student-abgesagt,Phteinpferd,<Unknown>
qualifizierung,datateam,student-hinzugefuegt	,qualifizierung.student-hinzugefuegt	,Phteinpferd,<Unknown>
qualifizierung,datateam,student-qualifiziert,qualifizierung.student-qualifiziert,Phteinpferd,<Unknown>
qualifizierung,matcheese,student-abgesagt,qualifizierung.student-abgesagt,Phteinpferd,<Unknown>
qualifizierung,matcheese,student-hinzugefuegt,qualifizierung.student-hinzugefuegt,Phteinpferd,<Unknown>
qualifizierung,matcheese,student-qualifiziert,qualifizierung.student-qualifiziert,Phteinpferd,<Unknown>
rechnungsstellung,freigabe,rechnungsturnus-fuer-auftrag-festgelegt,rechnungsstellung.rechnungsturnus-fuer-auftrag-festgelegt,Snake,Snake
rechnungsstellung,freigabe,rechnungsturnus-fuer-auftrag-geloescht,rechnungsstellung.rechnungsturnus-fuer-auftrag-geloescht,Snake,Snake
